Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv3129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78751,0.82255,1.0,1.0,1.0,1.0,0.99525,1.0,0.56257,0.62535,1.0,0.85557,1.0,1.0,0.84403,0.5272399999999999,0.99865,1.0,1.0,1.0,1.0,0.12489,1.0,1.0,0.98156,1.0,1.0,1.0,1.0,1.0,1.0,0.92823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv3130c,1.0,1.0,1.0,1.0,1.0,0.35502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52835,0.94047,0.45229,0.8556799999999999,1.0,1.0,1.0,0.96867,1.0,1.0,0.0,0.04064,1.0,0.52445,0.9772,1.0,0.44287,0.304,1.0,0.66157,1.0,1.0,1.0,0.74425,1.0,1.0,0.97639,0.7562399999999999,1.0,1.0,1.0,1.0,0.057,0.0,1.0,1.0,0.66481,1.0,1.0,1.0,1.0,1.0,0.0855,0.90249,1.0,1.0,0.7936300000000001,1.0,1.0,1.0,1.0,lipid metabolism
Rv3131,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91235,1.0,0.36317,0.98436,1.0,1.0,0.9183,1.0,0.09892,1.0,0.8225100000000001,0.59834,1.0,0.7547699999999999,0.18638,0.8835,1.0,0.8743700000000001,0.2238,0.8195899999999999,1.0,1.0,1.0,0.91977,1.0,1.0,0.8970299999999999,1.0,1.0,1.0,1.0,0.79272,1.0,1.0,1.0,1.0,1.0,0.8817299999999999,1.0,1.0,0.43412,1.0,0.10133,1.0,1.0,1.0,0.81613,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv3132c,1.0,1.0,1.0,1.0,1.0,0.71192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00823,1.0,0.60439,0.1047,0.22876,1.0,1.0,0.94977,0.0,1.0,1.0,0.53703,1.0,0.53681,0.19283,1.0,0.89879,0.46363,1.0,0.033960000000000004,1.0,1.0,1.0,0.80261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.9454,1.0,1.0,1.0,0.0,regulatory proteins
Rv3133c,1.0,1.0,1.0,1.0,1.0,0.34517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1026,1.0,0.15421,0.11557,0.15445,0.0665,0.3116,0.10207,1.0,1.0,0.91347,1.0,1.0,0.97814,1.0,1.0,0.8745799999999999,0.6164,1.0,1.0,1.0,1.0,1.0,0.50531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6573,1.0,1.0,1.0,1.0,regulatory proteins
Rv3134c,1.0,1.0,1.0,1.0,1.0,0.69217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66319,1.0,0.90644,0.42804,1.0,0.6523800000000001,0.96799,1.0,0.00676,1.0,0.08015,0.37651,1.0,1.0,0.006940000000000001,1.0,0.114,0.4169100000000001,1.0,1.0,1.0,1.0,1.0,0.95984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24089,0.11735,0.47856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94672,1.0,1.0,0.77947,1.0,1.0,0.5342,1.0,"virulence, detoxification, adaptation"
Rv3135,1.0,1.0,1.0,1.0,1.0,0.27708,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.83616,1.0,1.0,1.0,1.0,0.71521,0.04369,1.0,0.5663199999999999,1.0,0.27661,0.22486,0.48767,0.17579,0.006940000000000001,0.87413,0.5474100000000001,0.19679,0.23265,0.54377,1.0,1.0,0.02978,0.5048,1.0,1.0,0.3284,0.0,1.0,1.0,1.0,0.00859,1.0,0.23135,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.85619,1.0,1.0,1.0,1.0,0.56407,1.0,1.0,1.0,0.4259,PE/PPE
Rv3136,1.0,1.0,1.0,0.70949,1.0,1.0,1.0,1.0,0.5472,0.80997,0.0,0.0,1.0,0.05761,1.0,0.58781,1.0,1.0,1.0,0.9183,1.0,0.11789,1.0,0.02684,0.86179,0.99416,0.85557,0.0,0.0,0.45872,1.0,0.19473,0.38137,1.0,1.0,1.0,0.07041,1.0,1.0,0.0,0.0,1.0,0.7278100000000001,0.5153800000000001,0.03561,1.0,0.01625,1.0,1.0,0.0,0.0,0.0,0.00673,0.0,0.0945,0.0,0.80397,0.28165,1.0,0.09673,1.0,1.0,0.6783,0.29066,PE/PPE
Rv3137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018000000000000002,0.3819,0.0,0.18278,0.0,0.0665,0.06825,0.00539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,intermediary metabolism and respiration
Rv3138,1.0,1.0,1.0,1.0,1.0,0.8398700000000001,1.0,1.0,1.0,1.0,1.0,0.98185,1.0,0.34213000000000005,1.0,0.89865,0.8507600000000001,1.0,0.8864299999999999,0.9183,1.0,1.0,1.0,0.02299,0.61044,1.0,0.60007,0.94319,1.0,1.0,0.8743700000000001,0.8392799999999999,1.0,1.0,1.0,1.0,0.57815,1.0,1.0,0.93838,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6905100000000001,1.0,1.0,0.80087,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3139,1.0,1.0,1.0,0.0,1.0,0.45536,0.01814,1.0,0.0,0.23548,1.0,0.5541699999999999,1.0,0.8799899999999999,1.0,0.5924,0.94561,1.0,0.8861100000000001,0.053770000000000005,0.7018,0.0,0.133,0.18883,0.21405,0.008490000000000001,0.17537,0.0,1.0,0.72963,0.83762,0.00775,1.0,1.0,1.0,0.68102,0.68487,1.0,1.0,0.00197,0.0,1.0,1.0,1.0,0.91607,1.0,1.0,1.0,1.0,0.0089,0.02059,0.5045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38352,1.0,1.0,1.0,0.00864,lipid metabolism
Rv3140,1.0,1.0,1.0,0.46904,1.0,0.41937,0.01814,1.0,0.0,0.10231,1.0,1.0,1.0,0.45692,1.0,0.93356,1.0,1.0,1.0,0.6580600000000001,1.0,0.03813,1.0,0.6701,0.8948299999999999,1.0,0.08261,0.0,1.0,0.60793,0.58155,0.08227000000000001,0.98024,1.0,1.0,0.2952,0.76453,1.0,1.0,0.00197,0.31406,0.8396299999999999,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,0.03247,0.08371,0.37669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03776,lipid metabolism
Rv3141,1.0,1.0,1.0,1.0,1.0,0.31822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61656,1.0,0.93875,1.0,1.0,1.0,0.87571,1.0,1.0,1.0,0.0,0.034910000000000004,1.0,1.0,0.84796,1.0,0.38461,0.42134,1.0,1.0,1.0,1.0,1.0,0.64053,1.0,1.0,1.0,0.93282,1.0,1.0,1.0,1.0,1.0,0.7588699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97916,1.0,1.0,0.68875,1.0,1.0,1.0,1.0,lipid metabolism
Rv3142c,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8270299999999999,1.0,0.912,1.0,1.0,0.8628,0.97136,1.0,1.0,1.0,0.4289600000000001,0.49914,1.0,0.67102,0.52436,1.0,0.46889,0.16061,0.79305,1.0,1.0,1.0,1.0,0.13142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,0.95589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78371,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv3143,1.0,1.0,1.0,0.5210199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9103,0.8889799999999999,1.0,1.0,1.0,1.0,0.92784,1.0,0.6466,0.8436,0.8932399999999999,0.62535,1.0,0.85557,0.56124,1.0,0.84403,1.0,0.76151,0.6935399999999999,1.0,1.0,1.0,0.4845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8970899999999999,1.0,1.0,0.9459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52752,1.0,1.0,1.0,0.14354,regulatory proteins
Rv3144c,1.0,1.0,1.0,1.0,1.0,0.69592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23721,1.0,0.37004,0.8512799999999999,1.0,0.8628,0.92424,1.0,0.14021,1.0,0.05605,0.0,1.0,0.40022,0.0,1.0,1.0,0.61154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95378,1.0,1.0,1.0,0.20522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9079999999999999,1.0,1.0,1.0,0.40623,PE/PPE
Rv3145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24513,1.0,0.75895,1.0,1.0,1.0,0.95465,1.0,1.0,1.0,0.59446,0.59218,1.0,0.12223,0.12575,1.0,0.97069,0.65751,0.96155,1.0,1.0,1.0,1.0,0.3325,1.0,1.0,0.22842,0.58048,1.0,1.0,1.0,0.46814,1.0,0.44748,1.0,1.0,0.69343,1.0,1.0,1.0,1.0,1.0,1.0,0.96309,1.0,1.0,0.38352,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3146,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26938,0.93885,0.89865,1.0,1.0,1.0,0.90172,1.0,1.0,1.0,1.0,1.0,1.0,0.02455,0.06607,1.0,0.0,0.84921,0.64422,1.0,1.0,1.0,1.0,0.31569,1.0,1.0,1.0,0.58013,1.0,1.0,1.0,0.85915,1.0,0.98411,1.0,1.0,0.6821699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5915,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3147,1.0,1.0,1.0,1.0,1.0,0.40092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5533600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0172,1.0,0.00441,0.35781,0.84054,0.52883,0.57067,1.0,0.07366,1.0,1.0,1.0,1.0,1.0,1.0,0.48407,0.95261,1.0,0.13878,0.03526,0.92641,1.0,1.0,0.02162,1.0,0.48702,1.0,1.0,0.77544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3148,1.0,1.0,1.0,1.0,1.0,0.6987899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5078699999999999,0.42957,0.87335,0.94561,1.0,1.0,1.0,1.0,1.0,0.21881,0.7755,1.0,1.0,1.0,1.0,1.0,0.67166,0.63367,1.0,0.9304,1.0,1.0,1.0,0.22344,1.0,1.0,0.81795,0.00508,1.0,1.0,1.0,0.6975100000000001,1.0,1.0,1.0,1.0,0.55875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45689,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3149,1.0,1.0,1.0,1.0,1.0,0.31204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7731399999999999,1.0,1.0,0.94561,1.0,1.0,0.99662,1.0,1.0,1.0,0.63495,0.86179,1.0,0.00487,0.02293,1.0,1.0,0.70632,0.8240299999999999,1.0,1.0,1.0,1.0,0.7721,1.0,1.0,0.36661,0.6679,1.0,1.0,1.0,0.7336699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3150,1.0,1.0,1.0,1.0,1.0,0.50988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61446,0.0611,0.24501,1.0,0.85557,0.35603,1.0,0.99948,0.92637,1.0,0.77223,1.0,1.0,1.0,0.21673,1.0,1.0,1.0,0.03388,1.0,1.0,1.0,0.81255,1.0,0.74445,1.0,1.0,0.63181,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.7239300000000001,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52062,1.0,0.97414,0.8507600000000001,1.0,1.0,0.95798,1.0,0.99915,1.0,0.38572,0.19835,1.0,1.0,0.6955600000000001,1.0,0.09796,0.06581000000000001,1.0,1.0,1.0,1.0,1.0,0.18741,1.0,1.0,0.8622200000000001,0.32915,1.0,1.0,1.0,0.4468,1.0,0.74364,1.0,1.0,0.54876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91452,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3152,1.0,1.0,1.0,1.0,1.0,0.35627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018000000000000002,1.0,0.94015,0.22493,1.0,1.0,1.0,1.0,0.64071,1.0,0.56257,1.0,1.0,0.00487,0.62193,1.0,0.37923,0.97992,1.0,1.0,1.0,1.0,1.0,0.01995,1.0,1.0,0.2107,0.01147,1.0,1.0,1.0,0.07445,0.91977,0.18747,1.0,0.3922,1.0,1.0,1.0,1.0,1.0,0.7173,1.0,1.0,1.0,1.0,0.70513,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3153,1.0,1.0,1.0,1.0,1.0,0.2394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48721,1.0,0.98596,1.0,1.0,1.0,0.78069,1.0,1.0,1.0,0.34189,0.40829,1.0,0.85557,0.40844,1.0,0.72073,0.80469,1.0,1.0,1.0,1.0,1.0,0.58331,1.0,1.0,0.62707,0.30181,0.92586,1.0,1.0,0.63555,1.0,0.5949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.96848,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3154,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02443,1.0,1.0,0.94561,1.0,0.35575,0.3116,1.0,0.24241,1.0,0.019,1.0,1.0,0.87849,0.56693,1.0,0.97069,0.8155,1.0,1.0,1.0,1.0,1.0,0.23135,1.0,1.0,0.5847399999999999,0.9564,1.0,1.0,1.0,1.0,1.0,0.91138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6522100000000001,1.0,0.94705,intermediary metabolism and respiration
Rv3155,1.0,1.0,1.0,0.70949,1.0,0.81012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95009,1.0,0.94015,1.0,1.0,0.96957,0.87571,1.0,0.30671,1.0,0.018000000000000002,0.86179,1.0,0.85557,0.46308,1.0,0.19105,1.0,1.0,1.0,1.0,1.0,1.0,0.53428,1.0,1.0,1.0,0.97119,1.0,1.0,1.0,1.0,1.0,0.48952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7167600000000001,1.0,1.0,0.20131,0.20874,intermediary metabolism and respiration
Rv3156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24366,1.0,0.93348,1.0,1.0,1.0,0.96957,1.0,0.51189,1.0,0.94276,0.43108,1.0,0.97693,0.71236,1.0,1.0,1.0,0.99865,1.0,1.0,1.0,0.92625,0.28943,1.0,1.0,0.90277,0.17577,1.0,1.0,1.0,0.85177,1.0,1.0,1.0,1.0,0.55699,1.0,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,0.22917,1.0,1.0,1.0,0.35782,intermediary metabolism and respiration
Rv3157,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35835,0.97074,0.83625,0.8751899999999999,1.0,1.0,0.36891,1.0,1.0,1.0,0.88526,1.0,1.0,0.03699,0.02547,1.0,0.6491,0.8294799999999999,1.0,1.0,1.0,1.0,1.0,0.16507,1.0,1.0,0.059920000000000015,0.8737299999999999,1.0,1.0,1.0,0.313,1.0,1.0,1.0,1.0,0.88279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94052,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3158,1.0,1.0,1.0,1.0,1.0,0.8224600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00823,0.98705,0.25122,1.0,1.0,1.0,0.99534,1.0,1.0,1.0,1.0,1.0,1.0,0.11358,0.04889,1.0,0.17179,0.4349,1.0,1.0,1.0,1.0,1.0,0.04541,1.0,1.0,0.11853,0.09361,1.0,0.87159,1.0,0.11947,1.0,1.0,1.0,0.50038,0.76155,1.0,1.0,1.0,1.0,0.68065,1.0,1.0,0.1651,1.0,0.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3159c,1.0,1.0,1.0,1.0,1.0,0.30966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06138,0.4483,0.03325,0.16585,0.17145,0.67632,0.45042,0.49199,1.0,1.0,0.97375,0.90131,1.0,0.94232,1.0,1.0,0.8085399999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.7721,1.0,1.0,0.84325,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1082,PE/PPE
Rv3160c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17024,1.0,0.5353399999999999,0.94598,1.0,1.0,1.0,0.72545,0.04003,1.0,0.87513,1.0,0.04232,0.96405,0.94786,1.0,1.0,1.0,0.60611,1.0,1.0,1.0,1.0,0.31345,1.0,1.0,0.79298,0.60119,0.8533200000000001,1.0,1.0,0.97527,0.22731,0.00436,1.0,0.36584,1.0,1.0,1.0,1.0,1.0,1.0,0.02157,0.95558,1.0,1.0,1.0,1.0,1.0,1.0,0.32788,regulatory proteins
Rv3161c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06585,1.0,0.7630399999999999,0.77303,1.0,0.97524,1.0,0.51655,0.95962,1.0,1.0,0.55098,1.0,1.0,1.0,1.0,1.0,0.50316,1.0,1.0,1.0,1.0,1.0,0.96053,1.0,1.0,0.8793200000000001,1.0,1.0,1.0,1.0,0.72954,1.0,0.99111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75881,0.46804,1.0,1.0,1.0,0.7448,intermediary metabolism and respiration
Rv3162c,1.0,1.0,1.0,1.0,1.0,0.99606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95949,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,0.14939000000000002,1.0,0.87592,0.32554,1.0,0.4164,0.8297100000000001,1.0,0.47607,0.63857,1.0,1.0,1.0,1.0,1.0,0.73973,1.0,1.0,0.97639,1.0,1.0,1.0,1.0,0.91042,1.0,0.28354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95153,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3163c,1.0,1.0,1.0,1.0,1.0,0.27604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16341,1.0,0.90501,0.94561,1.0,1.0,0.95798,1.0,0.99003,1.0,0.78884,0.67792,1.0,0.7248399999999999,0.6248199999999999,1.0,0.3124,1.0,0.91452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8721899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv3164c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58203,0.84788,0.95575,1.0,1.0,0.97245,0.96799,1.0,1.0,1.0,0.8932399999999999,1.0,1.0,0.79332,0.57067,1.0,0.69209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90093,1.0,1.0,0.93309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7996800000000001,1.0,1.0,1.0,0.05225,regulatory proteins
Rv3165c,1.0,1.0,1.0,1.0,1.0,0.40186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8708799999999999,0.66911,0.94697,1.0,1.0,0.96957,0.49388,1.0,0.29556,1.0,0.7107,1.0,1.0,0.85557,0.15277000000000002,1.0,0.07366,0.6691600000000001,0.91559,1.0,1.0,1.0,1.0,0.96547,1.0,1.0,0.9927,1.0,0.8286899999999999,0.5503399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70408,1.0,1.0,1.0,0.8174899999999999,conserved hypotheticals
Rv3166c,1.0,1.0,1.0,1.0,1.0,0.67594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.662,1.0,0.36508,0.98173,1.0,0.8235899999999999,1.0,1.0,1.0,1.0,0.8197200000000001,1.0,1.0,0.7547699999999999,0.5013,1.0,1.0,0.57672,0.95543,1.0,1.0,1.0,1.0,0.78518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66041,1.0,1.0,1.0,1.0,1.0,1.0,0.59915,conserved hypotheticals
Rv3167c,1.0,1.0,1.0,0.2377,1.0,0.4119600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07758,0.5421600000000001,0.9672,0.5816399999999999,0.58018,0.0737,1.0,0.71604,0.6399199999999999,1.0,0.54713,0.81752,1.0,0.50589,0.17740999999999998,1.0,0.3192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.789,1.0,0.94676,1.0,1.0,0.88279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8617600000000001,1.0,1.0,1.0,1.0,regulatory proteins
Rv3168,1.0,1.0,1.0,1.0,1.0,0.90746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54552,0.99249,0.94561,1.0,0.8733200000000001,0.99732,0.92693,1.0,1.0,1.0,0.50594,0.6460899999999999,0.20861,0.49098,1.0,0.26413000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0.8836299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86321,1.0,0.3019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,0.64984,1.0,1.0,0.0,1.0,"virulence, detoxification, adaptation"
Rv3169,1.0,1.0,1.0,1.0,1.0,0.3314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20786,1.0,0.58203,1.0,1.0,1.0,0.99732,1.0,0.17509,1.0,0.78254,0.91364,1.0,0.54904,0.13083,1.0,0.84403,0.7640600000000001,1.0,1.0,1.0,1.0,1.0,0.70731,1.0,1.0,0.83094,1.0,1.0,1.0,1.0,0.86321,1.0,0.9975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8549100000000001,1.0,1.0,1.0,1.0,conserved hypotheticals
