ORF,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv3508,1.0,1.0,1.0,1.0,1.0,0.93144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15162,0.36966,0.5599,0.23678,1.0,0.94347,0.87415,0.82942,0.99003,1.0,1.0,0.6523,1.0,0.82388,0.56734,1.0,0.7255,0.30485,1.0,0.8246,1.0,1.0,1.0,0.97419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,PE/PPE
Rv3509c,1.0,1.0,1.0,1.0,1.0,0.81012,1.0,1.0,1.0,1.0,0.7642800000000001,1.0,1.0,0.8331299999999999,1.0,0.5675,0.92761,1.0,0.93056,0.8644200000000001,0.91552,0.88676,1.0,0.64164,0.64363,1.0,0.69058,0.24762,1.0,0.7931600000000001,0.24887,1.0,1.0,1.0,1.0,1.0,0.1335,1.0,1.0,0.9706,0.90778,1.0,1.0,1.0,0.97527,1.0,0.9222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68885,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3511,1.0,1.0,1.0,1.0,1.0,0.8224600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50015,0.8614299999999999,0.22293,0.40465,1.0,0.61825,0.59041,0.87172,0.95292,1.0,1.0,1.0,1.0,1.0,0.5088699999999999,1.0,0.84403,0.18973,0.35027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95575,1.0,0.18258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PE/PPE
Rv3513c,1.0,1.0,1.0,1.0,1.0,0.17828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5992,1.0,1.0,0.9165,1.0,1.0,1.0,1.0,1.0,1.0,0.44875,0.45079,1.0,0.85557,0.90417,1.0,0.84403,0.83691,1.0,1.0,1.0,1.0,1.0,0.90096,1.0,1.0,1.0,0.95904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83368,1.0,1.0,1.0,1.0,lipid metabolism
Rv3514,1.0,1.0,1.0,1.0,1.0,0.89428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05441,0.52057,0.36281,0.8649399999999999,1.0,0.75993,0.75545,0.70107,1.0,1.0,0.49433,0.45241,1.0,0.63552,0.64982,1.0,0.41011,0.57122,1.0,1.0,1.0,1.0,1.0,0.94462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8644299999999999,1.0,1.0,1.0,1.0,PE/PPE
Rv3515c,1.0,1.0,1.0,1.0,1.0,0.34655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7630600000000001,0.61282,0.8945799999999999,1.0,1.0,1.0,1.0,0.99762,1.0,1.0,0.8936799999999999,1.0,1.0,0.85557,0.51057,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93974,1.0,1.0,1.0,1.0,1.0,1.0,0.96451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6384,1.0,1.0,1.0,0.8174899999999999,lipid metabolism
Rv3516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69975,1.0,1.0,0.91789,1.0,1.0,1.0,1.0,0.0,1.0,0.89228,0.06608,1.0,0.05934,1.0,1.0,0.7794300000000001,0.4749600000000001,0.15718,1.0,1.0,1.0,1.0,0.74671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94545,1.0,1.0,1.0,0.09096,lipid metabolism
Rv3518c,1.0,1.0,1.0,1.0,1.0,0.40186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84501,1.0,0.99386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.01629,1.0,1.0,0.78925,1.0,0.29885,0.2421,1.0,0.81823,1.0,1.0,1.0,0.98071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54496,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3520c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94356,0.99845,0.99342,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59055,1.0,1.0,0.79777,1.0,1.0,1.0,1.0,1.0,1.0,0.94067,1.0,1.0,0.4421,1.0,1.0,1.0,1.0,1.0,1.0,0.61943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78286,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3522,1.0,1.0,1.0,1.0,1.0,0.53625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8403700000000001,0.91882,0.98386,1.0,1.0,0.92186,0.75545,1.0,0.96791,1.0,0.0,0.04064,1.0,0.8461200000000001,0.79043,1.0,0.84403,0.1472,0.6186699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95585,1.0,1.0,0.8828299999999999,1.0,1.0,1.0,1.0,lipid metabolism
Rv3523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5939300000000001,0.93461,0.36273,0.40042,1.0,0.8327700000000001,0.34503,0.98172,1.0,1.0,0.53969,0.38676,1.0,1.0,1.0,1.0,0.67166,0.9815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97373,1.0,1.0,1.0,1.0,0.9364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41294,1.0,1.0,1.0,0.5136,lipid metabolism
Rv3524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8663799999999999,1.0,0.27971,1.0,1.0,0.99214,0.93494,0.87172,0.99134,1.0,0.50938,0.33874,1.0,1.0,0.72631,1.0,0.91968,0.82835,1.0,1.0,1.0,1.0,1.0,0.5269199999999999,1.0,1.0,1.0,0.61621,1.0,1.0,1.0,0.74222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6249399999999999,1.0,1.0,0.83016,1.0,1.0,1.0,0.8836700000000001,cell wall and cell processes
Rv3525c,1.0,1.0,1.0,1.0,1.0,0.54991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77593,0.9129,0.98219,0.64647,1.0,1.0,1.0,1.0,0.97696,1.0,1.0,0.7644,1.0,0.82388,1.0,1.0,0.69716,0.6311899999999999,1.0,1.0,1.0,1.0,1.0,0.475,1.0,1.0,0.44862,0.92226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2451,intermediary metabolism and respiration
Rv3526,1.0,1.0,1.0,1.0,1.0,0.70124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92211,0.98736,0.94969,0.96075,1.0,1.0,0.77099,0.97154,0.0,1.0,0.6209600000000001,0.8712799999999999,1.0,0.0,0.47464,1.0,1.0,0.48022,0.37547,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6928300000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.46001,1.0,1.0,0.95778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69918,intermediary metabolism and respiration
Rv3530c,1.0,1.0,1.0,1.0,1.0,0.47944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4207,1.0,0.94375,0.995,1.0,0.96225,1.0,1.0,0.9811,1.0,1.0,0.76936,1.0,0.63653,0.34309,1.0,0.81081,1.0,1.0,1.0,1.0,1.0,1.0,0.92189,1.0,1.0,1.0,0.91791,1.0,1.0,1.0,0.91381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97149,0.73424,0.95676,1.0,1.0,1.0,0.9464,0.92516,1.0,1.0,0.8491200000000001,1.0,1.0,0.74361,1.0,0.90774,0.8451700000000001,1.0,1.0,1.0,1.0,1.0,0.95034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84529,1.0,1.0,1.0,1.0,PE/PPE
Rv3533c,1.0,1.0,1.0,1.0,1.0,0.3278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4977,0.99845,1.0,0.96316,1.0,0.92654,1.0,1.0,0.95292,1.0,0.57657,1.0,1.0,0.85557,0.72796,1.0,0.83521,0.6917300000000001,1.0,1.0,1.0,1.0,1.0,0.92673,1.0,1.0,0.84325,1.0,1.0,1.0,1.0,1.0,1.0,0.99235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PE/PPE
Rv3534c,1.0,1.0,1.0,1.0,1.0,0.56912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7144199999999999,1.0,0.99445,0.99127,1.0,1.0,0.8730100000000001,1.0,1.0,0.665,0.018000000000000002,0.2478,1.0,0.96544,0.42814,1.0,0.37375,0.44799999999999995,0.96634,1.0,1.0,1.0,0.07692,0.70882,1.0,1.0,0.6157100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.55223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3535c,1.0,1.0,1.0,1.0,1.0,0.70531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98736,0.99342,0.7472,1.0,1.0,0.84764,0.87172,1.0,1.0,0.63715,0.76969,1.0,1.0,0.80723,1.0,0.84616,0.72717,0.06611,1.0,1.0,1.0,0.03934,1.0,1.0,1.0,1.0,0.9711,1.0,1.0,1.0,0.91607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91181,1.0,1.0,1.0,0.00703,intermediary metabolism and respiration
Rv3536c,1.0,1.0,1.0,1.0,1.0,0.82139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98482,0.75664,1.0,0.97612,1.0,1.0,0.94042,1.0,0.0992,1.0,0.32493,1.0,1.0,0.99779,0.5581699999999999,1.0,0.8511799999999999,1.0,0.10359000000000003,1.0,1.0,1.0,0.1428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61077,1.0,1.0,0.83583,0.00703,intermediary metabolism and respiration
Rv3537,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37483,0.99845,1.0,0.4874,1.0,1.0,0.8767299999999999,0.84593,1.0,1.0,0.6704600000000001,1.0,1.0,1.0,0.42023,1.0,0.84403,0.08612,0.01088,0.81128,1.0,1.0,0.007390000000000002,0.6213,1.0,1.0,0.48113,0.34719,1.0,1.0,1.0,0.96431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.02039,intermediary metabolism and respiration
Rv3538,1.0,1.0,1.0,1.0,1.0,0.60053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94852,0.82878,0.96848,1.0,1.0,0.92435,1.0,0.5573600000000001,1.0,0.73598,0.86179,1.0,0.85557,0.55055,1.0,0.84403,0.61169,1.0,1.0,1.0,1.0,0.62964,0.49538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9072,1.0,1.0,0.80087,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3539,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,0.98382,1.0,1.0,1.0,1.0,0.44594,0.65179,1.0,0.94268,1.0,1.0,1.0,1.0,0.89584,1.0,1.0,0.8975,1.0,1.0,0.09603,1.0,0.7931600000000001,0.8219799999999999,0.82294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92766,1.0,1.0,1.0,1.0,0.73225,1.0,0.57157,1.0,1.0,0.79576,1.0,1.0,1.0,1.0,1.0,1.0,0.6442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PE/PPE
Rv3540c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66261,1.0,1.0,0.96316,1.0,1.0,0.93847,1.0,0.00676,1.0,0.04623,0.86179,1.0,0.39154,1.0,1.0,0.09863,1.0,1.0,0.10218,1.0,1.0,0.0,0.98053,1.0,1.0,1.0,0.17062,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6884600000000001,1.0,1.0,0.06396,0.00864,lipid metabolism
Rv3543c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98361,0.6667,1.0,0.95383,1.0,1.0,0.28179,1.0,0.0,1.0,1.0,0.48311,0.59097,0.4337,1.0,0.17793,0.83521,1.0,0.06529,0.13927,1.0,1.0,0.0,0.6876899999999999,1.0,1.0,0.97144,1.0,1.0,1.0,1.0,0.8643700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.00201,lipid metabolism
Rv3544c,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0976,0.97107,0.99342,0.81682,1.0,0.18332,0.99139,1.0,0.0,1.0,0.23657,0.08321,0.008490000000000001,0.7571399999999999,1.0,0.0133,0.13878,1.0,0.0,0.23338000000000006,1.0,1.0,0.0,0.10882,0.266,1.0,0.8793200000000001,0.68438,1.0,1.0,1.0,0.27722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69313,1.0,1.0,1.0,0.00549,lipid metabolism
Rv3545c,1.0,1.0,1.0,1.0,1.0,0.85151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95996,1.0,1.0,1.0,1.0,1.0,1.0,0.79098,0.16596,1.0,0.45988,0.55098,0.02064,0.0,0.12079,1.0,0.51866,0.47468,0.06763,0.37447,1.0,1.0,0.0,0.48814,1.0,1.0,1.0,0.92952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33877,0.8645,1.0,0.70398,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3546,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52057,1.0,0.89795,1.0,1.0,1.0,0.83296,0.02329,1.0,0.36164,0.31579,0.41425,0.97814,0.5676100000000001,1.0,0.6328699999999999,0.46363,0.27424,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.96046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25517,lipid metabolism
Rv3547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96512,0.71611,0.6429699999999999,1.0,1.0,1.0,0.99139,1.0,1.0,1.0,1.0,0.94584,1.0,0.96704,1.0,1.0,0.9676,0.90405,1.0,0.90604,1.0,1.0,1.0,0.8428700000000001,1.0,1.0,0.8743700000000001,1.0,1.0,1.0,1.0,0.8381200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99533,1.0,1.0,0.35436,0.8987200000000001,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3548c,1.0,1.0,1.0,1.0,1.0,0.47129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55156,0.97103,0.8498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5567300000000001,1.0,1.0,0.67102,0.75655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95232,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83834,0.8987200000000001,1.0,0.42195,0.22444,intermediary metabolism and respiration
Rv3549c,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95609,0.23994,1.0,0.96848,1.0,1.0,0.8085100000000001,1.0,0.04003,1.0,0.02684,0.3688,1.0,0.40676,0.1193,0.53794,0.69125,0.87364,0.98514,1.0,1.0,1.0,0.0,0.31569,1.0,1.0,0.96046,1.0,1.0,1.0,1.0,0.94866,1.0,0.95525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69901,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3550,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78065,1.0,0.91048,1.0,1.0,1.0,0.72283,1.0,0.17947000000000002,1.0,0.11059,1.0,1.0,0.93022,0.5663600000000001,1.0,0.81839,0.8743700000000001,0.76151,1.0,1.0,1.0,0.16994,0.79203,1.0,1.0,0.98707,1.0,1.0,1.0,1.0,1.0,1.0,0.78776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8145100000000001,1.0,1.0,0.99845,1.0,1.0,0.02876,0.01535,lipid metabolism
Rv3551,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36701,0.86075,0.99381,0.98192,1.0,0.5315,0.14114000000000002,1.0,0.00478,0.92971,0.66772,0.22692,0.05868,0.94666,0.7965399999999999,0.171,0.67166,0.95108,0.06727000000000001,0.50532,1.0,1.0,0.0,0.061820000000000014,1.0,1.0,1.0,0.90778,1.0,1.0,1.0,1.0,1.0,0.80519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.69934,1.0,1.0,1.0,0.27923000000000003,intermediary metabolism and respiration
Rv3552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9662,0.30964,1.0,0.8649399999999999,1.0,0.7460899999999999,0.13437000000000002,0.48922,0.11693,1.0,0.61031,0.48889,0.10297,0.5745,1.0,1.0,0.83339,1.0,0.23702,0.08627,1.0,1.0,0.59363,0.59987,0.5493100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.96379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96911,1.0,1.0,0.91614,1.0,1.0,0.00961,0.40874,intermediary metabolism and respiration
Rv3553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62674,0.40202,1.0,0.8649399999999999,1.0,0.99389,0.44299,0.38467,0.11326,1.0,0.13504000000000002,0.96837,1.0,0.85557,0.06096,1.0,0.7931600000000001,0.47468,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85339,1.0,1.0,1.0,0.25068,intermediary metabolism and respiration
Rv3554,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98665,0.13896,1.0,0.99044,1.0,1.0,0.83604,0.97129,0.95292,1.0,0.25283,0.64286,1.0,1.0,0.38582,1.0,0.84403,1.0,1.0,0.47381,1.0,1.0,1.0,0.99807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96357,1.0,1.0,0.68384,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv3556c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98782,0.92905,1.0,0.79978,1.0,1.0,1.0,1.0,0.2054,1.0,0.73575,1.0,0.52127,0.77384,1.0,1.0,0.95493,1.0,0.06763,0.56116,1.0,1.0,0.007390000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91452,1.0,1.0,1.0,0.01267,lipid metabolism
Rv3557c,1.0,1.0,1.0,1.0,1.0,0.32144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6027399999999999,0.86075,0.86341,0.7962100000000001,1.0,1.0,1.0,1.0,0.02329,1.0,1.0,0.62535,1.0,0.13699,0.0532,1.0,1.0,1.0,0.8452299999999999,0.75497,1.0,1.0,1.0,0.7008,1.0,1.0,0.8793200000000001,1.0,1.0,1.0,1.0,0.7035899999999999,1.0,1.0,1.0,1.0,0.29179,0.8660899999999999,1.0,1.0,1.0,1.0,1.0,0.91975,1.0,1.0,0.78027,1.0,1.0,1.0,1.0,regulatory proteins
Rv3558,1.0,1.0,1.0,1.0,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99386,0.97723,1.0,1.0,1.0,1.0,1.0,1.0,0.28112,0.33776,1.0,1.0,0.84731,1.0,0.4594,0.30521,1.0,1.0,1.0,1.0,1.0,0.7234,1.0,1.0,1.0,0.88735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52752,1.0,1.0,1.0,1.0,PE/PPE
Rv3559c,1.0,1.0,1.0,1.0,1.0,0.73958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69691,1.0,1.0,0.84099,1.0,1.0,0.98055,0.53668,0.5050600000000001,1.0,0.02299,0.74792,1.0,0.38895,0.77593,0.22383000000000006,0.92049,0.86044,0.70294,1.0,1.0,1.0,0.007390000000000002,0.92505,1.0,1.0,0.08895,0.92226,1.0,1.0,1.0,1.0,1.0,0.80315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8644299999999999,1.0,1.0,1.0,0.00549,intermediary metabolism and respiration
Rv3560c,1.0,1.0,1.0,1.0,1.0,0.4119600000000001,1.0,1.0,1.0,1.0,1.0,0.532,1.0,0.47712,0.3911,0.88628,0.94208,1.0,0.96022,1.0,0.74897,0.99281,1.0,0.66823,0.5187,0.47737,0.70107,0.41662,1.0,0.8779899999999999,0.77066,0.6529699999999999,0.54377,1.0,1.0,0.0,0.84867,1.0,1.0,1.0,0.92952,0.94662,0.9305,1.0,0.97527,1.0,1.0,1.0,0.94599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00201,lipid metabolism
