Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O53733	O53733_MYCTU	unreviewed	Uncharacterized protein	Rv0448c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	221
O50455	O50455_MYCTU	unreviewed	Magnesium transport protein CorA	corA Rv1239c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	366
P71891	P71891_MYCTU	unreviewed	Probable ornithine aminotransferase (C-terminus part) RocD2 (Ornithine--oxo-acid aminotransferase)	rocD2 Rv2321c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	181
P71941	P71941_MYCTU	unreviewed	Possible transcriptional regulatory protein (Probably ArsR-family)	Rv2642	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	126
O53937	O53937_MYCTU	unreviewed	Probable ferredoxin	Rv1786	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	67
P71644	P71644_MYCTU	unreviewed	Integrase catalytic domain-containing protein	Rv2807	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	384
I6X9N8	I6X9N8_MYCTU	unreviewed	Uncharacterized protein	Rv0745	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	175
I6Y8X0	I6Y8X0_MYCTU	unreviewed	Probable proline iminopeptidase Pip (Prolyl aminopeptidase) (Pap)	pip Rv0840c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	286
O53704	O53704_MYCTU	unreviewed	Possible membrane oxidoreductase	Rv0369c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	171
P71664	P71664_MYCTU	unreviewed	PE-PGRS family protein PE_PGRS25	PE_PGRS25 Rv1396c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	576
O07222	O07222_MYCTU	unreviewed	Conserved protein	Rv1810	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	118
O86364	O86364_MYCTU	unreviewed	Uncharacterized protein	Rv0454	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	116
O06155	O06155_MYCTU	unreviewed	Probable conserved lipoprotein LpqF	lpqF Rv3593	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	452
P96270	P96270_MYCTU	unreviewed	Uncharacterized protein	Rv0424c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	91
P96812	P96812_MYCTU	unreviewed	Possible transcriptional regulatory protein	Rv0135c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	201
I6Y0Y0	I6Y0Y0_MYCTU	unreviewed	Uncharacterized protein	Rv2514c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	153
I6WYT7	I6WYT7_MYCTU	unreviewed	Mce-family protein Mce2D	mce2D Rv0592	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	508
O06579	O06579_MYCTU	unreviewed	Probable pyruvate, phosphate dikinase PpdK	ppdK Rv1127c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	490
I6YGX9	I6YGX9_MYCTU	unreviewed	Probable methanol dehydrogenase transcriptional regulatory protein MoxR2	moxR2 Rv3692	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	358
O53740	O53740_MYCTU	unreviewed	Conserved protein	Rv0455c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	148
P95253	P95253_MYCTU	unreviewed	Uncharacterized protein	Rv1961	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	164
O53287	O53287_MYCTU	unreviewed	Conserved protein	Rv3040c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	288
P71540	P71540_MYCTU	unreviewed	Probable enoyl-CoA hydratase EchA7 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)	echA7 Rv0971c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	269
O06154	O06154_MYCTU	unreviewed	Conserved protein	Rv1637c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	264
O07175	O07175_MYCTU	unreviewed	Probable serine protease PepA (Serine proteinase) (MTB32A)	pepA Rv0125	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	355
Q79FE6	Q79FE6_MYCTU	unreviewed	PE-PGRS family protein PE_PGRS41	PE_PGRS41 Rv2396	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	361
P71916	P71916_MYCTU	unreviewed	Uncharacterized protein	Rv2433c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	96
Q79FZ9	Q79FZ9_MYCTU	unreviewed	Mce-family protein Mce1A	mce1A Rv0169	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	454
P96220	P96220_MYCTU	unreviewed	Possible membrane protein	Rv3857c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	65
P96395	P96395_MYCTU	unreviewed	Possible methyltransferase (Methylase)	Rv0213c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	437
I6WZ26	I6WZ26_MYCTU	unreviewed	Uncharacterized protein	Rv0674	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	240
O07742	O07742_MYCTU	unreviewed	YceI domain-containing protein	Rv1890c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	203
L7N686	L7N686_MYCTU	unreviewed	Uncharacterized protein	Rv0078A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	197
L7N652	L7N652_MYCTU	unreviewed	Probable sugar-transport integral membrane protein ABC transporter UspB	uspB Rv2317	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	274
L7N664	L7N664_MYCTU	unreviewed	Thioredoxin	trxB1 Rv1471	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	123
I6Y8V2	I6Y8V2_MYCTU	unreviewed	Probable thioredoxin ThiX	thiX Rv0816c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	140
O06539	O06539_MYCTU	unreviewed	Conserved hypothetical membrane protein	Rv1139c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	166
O53444	O53444_MYCTU	unreviewed	Possible glycosyl hydrolase	Rv1096	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	291
O86318	O86318_MYCTU	unreviewed	Probable acetyl-/propionyl-CoA carboxylase (Beta subunit) AccD2	accD2 Rv0974c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	529
O07412	O07412_MYCTU	unreviewed	Conserved integral membrane protein YrbE1A	yrbE1A Rv0167	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	265
I6YAU3	I6YAU3_MYCTU	unreviewed	Possible alanine rich dehydrogenase	Rv2997	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	480
L7N6A2	L7N6A2_MYCTU	unreviewed	Possible transcriptional regulatory protein (Possibly TetR-family)	Rv0275c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	241
I6X9T8	I6X9T8_MYCTU	unreviewed	Conserved protein	Rv0791c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	347
O53362	O53362_MYCTU	unreviewed	Conserved protein	Rv3311	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	420
I6YFL7	I6YFL7_MYCTU	unreviewed	Rubredoxin	rubB Rv3250c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	60
P96408	P96408_MYCTU	unreviewed	Probable conserved transmembrane protein	Rv0226c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	576
P94978	P94978_MYCTU	unreviewed	Possible 23S rRNA methyltransferase TsnR	tsnR Rv1644	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	260
P96241	P96241_MYCTU	unreviewed	Probable phosphoglycerate mutase (Phosphoglyceromutase) (Phosphoglycerate phosphomutase)	Rv3837c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	232
O53461	O53461_MYCTU	unreviewed	HNHc domain-containing protein	Rv2015c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	418
P95216	P95216_MYCTU	unreviewed	Uncharacterized protein	Rv0259c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	247
I6YA21	I6YA21_MYCTU	unreviewed	Conserved protein	Rv2704	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142
P71704	P71704_MYCTU	unreviewed	Conserved protein	Rv0047c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	180
P71658	P71658_MYCTU	unreviewed	Putative integration host factor MihF	mihF Rv1388	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	190
I6X849	I6X849_MYCTU	unreviewed	Conserved hypothetical proline rich protein	Rv3706c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	106
O06145	O06145_MYCTU	unreviewed	Conserved protein	Rv1628c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	163
O53398	O53398_MYCTU	unreviewed	Probable oxidoreductase	Rv1050	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	301
I6YGA5	I6YGA5_MYCTU	unreviewed	Conserved hypothetical Mce associated protein	Rv3492c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	160
O06826	O06826_MYCTU	unreviewed	Probable dehydrogenase	Rv1432	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	473
Q6MWW6	Q6MWW6_MYCTU	unreviewed	PE-PGRS family protein PE_PGRS57	PE_PGRS57 Rv3514	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1489
O06370	O06370_MYCTU	unreviewed	Possible transposase	Rv3637	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	166
O53377	O53377_MYCTU	unreviewed	Probable transposase fusion protein	Rv3327	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	570
O53158	O53158_MYCTU	unreviewed	Probable acyl-CoA dehydrogenase FadE15	fadE15 Rv1467c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	609
O53705	O53705_MYCTU	unreviewed	Possible oxidoreductase	Rv0370c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	298
O06389	O06389_MYCTU	unreviewed	Conserved protein	Rv0523c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	131
O53630	O53630_MYCTU	unreviewed	Uncharacterized protein	Rv0108c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	69
L7N6C0	L7N6C0_MYCTU	unreviewed	Possible methyltransferase/methylase	Rv0521	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	101
I6Y4S7	I6Y4S7_MYCTU	unreviewed	Possible 4-carboxymuconolactone decarboxylase (CMD)	Rv0771	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	144
I6XG38	I6XG38_MYCTU	unreviewed	HNHc domain-containing protein	Rv3074	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	424
O53968	O53968_MYCTU	unreviewed	Mce-family protein Mce3B	mce3B Rv1967	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	342
O06546	O06546_MYCTU	unreviewed	Probable conserved transmembrane transport protein MmpL13b	mmpL13b Rv1146	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	470
P96826	P96826_MYCTU	unreviewed	Possible quinone oxidoreductase (NADPH:quinone oxidoreductase) (Zeta-crystallin)	Rv0149	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	322
O69725	O69725_MYCTU	unreviewed	Possible osmoprotectant (Glycine betaine/carnitine/choline/L-proline) binding lipoprotein ProX	proX Rv3759c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	315
Q79FT7	Q79FT7_MYCTU	unreviewed	Probable membrane protein KdpF	kdpF Rv1028A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	30
O07229	O07229_MYCTU	unreviewed	Probable transcriptional regulatory protein (Probably TetR/AcrR-family)	Rv0302	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	210
I6WZK3	I6WZK3_MYCTU	unreviewed	Probable conserved transmembrane protein	Rv0841	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80
O53564	O53564_MYCTU	unreviewed	Uncharacterized protein	Rv3519	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	236
O33333	O33333_MYCTU	unreviewed	Probable transposase	Rv2791c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	459
O06560	O06560_MYCTU	unreviewed	Probable respiratory nitrate reductase (Beta chain) NarH	narH Rv1162	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	558
O53567	O53567_MYCTU	unreviewed	Possible lipid transfer protein or keto acyl-CoA thiolase Ltp4	ltp4 Rv3522	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	354
I6X562	I6X562_MYCTU	unreviewed	Uncharacterized protein	Rv2708c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	82
O53667	O53667_MYCTU	unreviewed	Possible oxidoreductase	Rv0245	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	162
O06133	O06133_MYCTU	unreviewed	Conserved membrane protein	Rv1616	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	132
Q50584	Q50584_MYCTU	unreviewed	Probable methyltransferase	Rv1523	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	347
O33249	O33249_MYCTU	unreviewed	Conserved protein	Rv2114	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	207
O53728	O53728_MYCTU	unreviewed	Conserved protein	Rv0443	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	171
P96409	P96409_MYCTU	unreviewed	Probable conserved membrane protein	Rv0227c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	421
O69658	O69658_MYCTU	unreviewed	Probable conserved membrane protein	Rv3690	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	217
L7N674	L7N674_MYCTU	unreviewed	Probable molybdenum cofactor biosynthesis protein MoeB2 (MPT-synthase sulfurylase) (Molybdopterin synthase sulphurylase)	moeB2 Rv3116	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	389
O86370	O86370_MYCTU	unreviewed	Possible conserved exported protein	Rv0988	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	386
I6X630	I6X630_MYCTU	unreviewed	Conserved protein	Rv3032A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	129
P71926	P71926_MYCTU	unreviewed	Uncharacterized protein	Rv2422	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	90
O53511	O53511_MYCTU	unreviewed	Possible transposase	Rv2177c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	221
O05445	O05445_MYCTU	unreviewed	Conserved hypothetical alanine rich protein	Rv3900c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	311
I6YC49	I6YC49_MYCTU	unreviewed	Conserved hypothetical alanine and proline rich protein	Rv3439c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	467
I6X9Y7	I6X9Y7_MYCTU	unreviewed	Conserved protein	Rv0854	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	147
O53646	O53646_MYCTU	unreviewed	Possible two component transcriptional regulatory protein (Probably LuxR-family)	Rv0195	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	211
I6X4K0	I6X4K0_MYCTU	unreviewed	Probable amino acid decarboxylase	Rv2531c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	947
P95210	P95210_MYCTU	unreviewed	Probable conserved transmembrane protein	Rv0401	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	123
O86317	O86317_MYCTU	unreviewed	Conserved protein	Rv2680	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	210
O53745	O53745_MYCTU	unreviewed	Conserved hydrophobic protein	Rv0460	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	79
P96819	P96819_MYCTU	unreviewed	Uncharacterized protein	Rv0142	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	308
O06609	O06609_MYCTU	unreviewed	Probable PhiRv1 phage protein	Rv1581c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	131
O69697	O69697_MYCTU	unreviewed	Uncharacterized protein	Rv3730c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	346
O33227	O33227_MYCTU	unreviewed	Uncharacterized protein	Rv2722	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	82
Q79FX1	Q79FX1_MYCTU	unreviewed	Uncharacterized protein (Fragment)	Rv0724A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	111
P71662	P71662_MYCTU	unreviewed	Probable monoxygenase	Rv1393c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	492
O06410	O06410_MYCTU	unreviewed	Possible conserved transmembrane protein	Rv0544c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	92
Q79FW0	Q79FW0_MYCTU	unreviewed	Probable amino acid aminotransferase	Rv0812	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	289
O06545	O06545_MYCTU	unreviewed	Probable conserved transmembrane transport protein MmpL13a	mmpL13a Rv1145	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	303
P71538	P71538_MYCTU	unreviewed	Probable acetyl-/propionyl-coenzyme A carboxylase alpha chain (Alpha subunit) AccA2: biotin carboxylase + biotin carboxyl carrier protein (BCCP)	accA2 Rv0973c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	667
O07745	O07745_MYCTU	unreviewed	Uncharacterized protein	Rv1887	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	380
I6XFB7	I6XFB7_MYCTU	unreviewed	Probable membrane protein	Rv2799	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	209
O07804	O07804_MYCTU	unreviewed	Uncharacterized protein	Rv3819	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	111
P96396	P96396_MYCTU	unreviewed	Probable fatty-acid-CoA ligase FadD4 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase)	fadD4 Rv0214	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	537
O06534	O06534_MYCTU	unreviewed	Uncharacterized protein	Rv1134	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	78
O69667	O69667_MYCTU	unreviewed	Conserved protein	Rv3699	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	233
P71923	P71923_MYCTU	unreviewed	Uncharacterized protein	Rv2425c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	480
L7N673	L7N673_MYCTU	unreviewed	Uncharacterized protein	Rv1638A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	85
O53402	O53402_MYCTU	unreviewed	Probable integrase	Rv1054	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	104
O50394	O50394_MYCTU	unreviewed	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase)	spoU Rv3366	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	154
P95277	P95277_MYCTU	unreviewed	Possible oxygenase	Rv1937	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	839
I6XZC4	I6XZC4_MYCTU	unreviewed	Probable short-chain type dehydrogenase/reductase	Rv1941	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	256
I6X7G4	I6X7G4_MYCTU	unreviewed	Conserved hypothetical Mce associated alanine and valine rich protein	Rv3493c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	242
P96274	P96274_MYCTU	unreviewed	GCN5-related N-acetyltransferase	Rv0428c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	302
O07036	O07036_MYCTU	unreviewed	Uncharacterized protein	Rv3897c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	210
O06381	O06381_MYCTU	unreviewed	Uncharacterized protein	Rv3626c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	350
O06603	O06603_MYCTU	unreviewed	Partial REP13E12 repeat protein	Rv1587c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	333
O06542	O06542_MYCTU	unreviewed	Probable enoyl-CoA hydratase EchA10 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)	echA10 Rv1142c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	268
O05310	O05310_MYCTU	unreviewed	Conserved protein	Rv1209	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	122
I6YBN6	I6YBN6_MYCTU	unreviewed	Possible Mg2+ transport P-type ATPase C MgtC	mgtC Rv1811	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	234
I6YB54	I6YB54_MYCTU	unreviewed	Uncharacterized protein	Rv3096	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	379
O86351	O86351_MYCTU	unreviewed	Uncharacterized protein	Rv1111c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	327
L7N6B2	L7N6B2_MYCTU	unreviewed	Probable periplasmic iron-transport lipoprotein	Rv0265c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	330
O53151	O53151_MYCTU	unreviewed	Probable transcriptional regulatory protein	Rv1460	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	268
O53632	O53632_MYCTU	unreviewed	Probable conserved integral membrane protein	Rv0110	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	249
O53407	O53407_MYCTU	unreviewed	Conserved protein	Rv1059	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	354
P95202	P95202_MYCTU	unreviewed	Possible secreted protein	Rv0394c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	239
P96820	P96820_MYCTU	unreviewed	Probable conserved transmembrane protein	Rv0143c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	492
O06171	O06171_MYCTU	unreviewed	Probable conserved integral membrane leucine and alanine rich protein	Rv2508c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	445
I6XFC2	I6XFC2_MYCTU	unreviewed	Uncharacterized protein	Rv2803	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	155
O50418	O50418_MYCTU	unreviewed	Probable nucleoside hydrolase IunH (Purine nucleosidase)	iunH Rv3393	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	308
O33270	O33270_MYCTU	unreviewed	Conserved protein	Rv0340	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	179
O53517	O53517_MYCTU	unreviewed	Conserved protein	Rv2183c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	131
I6XYM2	I6XYM2_MYCTU	unreviewed	Probable conserved lipoprotein DsbF	dsbF Rv1677	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	182
I6YCN3	I6YCN3_MYCTU	unreviewed	Possible cell filamentation protein Fic	fic Rv3641c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	211
I6YGL1	I6YGL1_MYCTU	unreviewed	Possible hydrolase	Rv3591c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	257
P71641	P71641_MYCTU	unreviewed	Probable transposase (Fragment)	Rv2810c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	133
P95227	P95227_MYCTU	unreviewed	Probable fatty-acid-CoA ligase FadD2 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase)	fadD2 Rv0270	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	560
O07236	O07236_MYCTU	unreviewed	Possible conserved exported protein	Rv0309	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	218
O53972	O53972_MYCTU	unreviewed	Mce-family protein Mce3F	mce3F Rv1971	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	437
L7N6A7	L7N6A7_MYCTU	unreviewed	PE family protein PE14	PE14 Rv1214c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	110
O33189	O33189_MYCTU	unreviewed	Probable conserved ATP-binding protein ABC transporter	Rv1687c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	255
O53668	O53668_MYCTU	unreviewed	Probable conserved integral membrane protein	Rv0246	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	436
I6Y3T7	I6Y3T7_MYCTU	unreviewed	Probable lipid transfer protein or keto acyl-CoA thiolase Ltp2	ltp2 Rv3540c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	386
I6XEI0	I6XEI0_MYCTU	unreviewed	Possible conserved membrane protein	Rv2520c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	75
O06397	O06397_MYCTU	unreviewed	Possible conserved membrane protein	Rv0531	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	105
O07741	O07741_MYCTU	unreviewed	Conserved protein	Rv1891	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	135
I6Y5H3	I6Y5H3_MYCTU	unreviewed	Probable transcriptional repressor protein	Rv1049	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	148
I6WZD7	I6WZD7_MYCTU	unreviewed	Conserved protein	Rv0760c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139
O50442	O50442_MYCTU	unreviewed	Conserved protein	Rv1186c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	538
O53484	O53484_MYCTU	unreviewed	Probable sugar-transport integral membrane protein ABC transporter	Rv2040c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	300
O86320	O86320_MYCTU	unreviewed	Uncharacterized protein	Rv0976c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	560
O53977	O53977_MYCTU	unreviewed	Uncharacterized protein	Rv1976c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	135
L7N6A9	L7N6A9_MYCTU	unreviewed	Uncharacterized protein	Rv1116A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	91
I6X7F2	I6X7F2_MYCTU	unreviewed	Possible exported protein	Rv3483c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	220
O53872	O53872_MYCTU	unreviewed	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	fadB Rv0860	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	720
I6Y0X0	I6Y0X0_MYCTU	unreviewed	Probable fatty-acid-CoA ligase FadD35 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase)	fadD35 Rv2505c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	547
O33221	O33221_MYCTU	unreviewed	Uncharacterized protein	Rv1225c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	276
I6Y4C4	I6Y4C4_MYCTU	unreviewed	DUF4185 domain-containing protein	Rv3707c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	336
O33248	O33248_MYCTU	unreviewed	Probable integral membrane protein	Rv2113	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	397
O05296	O05296_MYCTU	unreviewed	Conserved protein	Rv1194c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	421
O06315	O06315_MYCTU	unreviewed	Conserved protein	Rv0365c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	376
P71883	P71883_MYCTU	unreviewed	Probable nitrite extrusion protein 1 NarK1 (Nitrite facilitator 1)	narK1 Rv2329c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	515
O06800	O06800_MYCTU	unreviewed	Conserved protein	Rv1767	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	119
