Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv3831,-,Hypothetical protein,NE,conserved hypotheticals,0.16,0.08,0.18,-0.75,0.11,0.07,-0.16,-0.01,-0.31,0.02,0.57,0.44,-0.14,0.37,0.35,-0.19,0.25,-0.1,-0.02,-0.2,0.07,-0.06,-0.29,0.07,0.25,0.12,-0.9,-0.25,0.59,-0.87,1.23,2.04,-0.04,0.06,0.17,0.49,-0.5,0.47,0.09,0.64,-0.03,0.52,0.18,-0.34,-0.7,-0.03,0.03,0.02,-0.06,-0.07,-0.0,0.66,0.04,0.09,-1.01,0.03,-0.31,-1.27,-0.11,-0.14,0.89,-1.03,-1.35,-0.37,-1.225470414856827,0.19478776816426857,0.9403074102669201,-17.183235,-7.822961,3
Rv3832c,-,hypothetical protein,NE,conserved hypotheticals,-0.28,-0.36,-0.14,0.45,0.0,2.14,0.36,-0.04,0.75,0.4,0.45,0.75,0.3,0.55,-0.22,0.26,-0.2,-0.02,0.46,0.27,-0.13,0.16,1.17,-0.59,-0.59,0.15,-0.24,-0.27,0.13,-0.45,-1.11,-0.51,-0.46,-0.05,-0.15,-0.15,-0.5,-0.51,-0.51,0.43,0.88,1.07,0.53,-0.54,0.55,-0.08,-0.04,-0.26,-0.15,-0.43,-0.13,0.17,0.01,0.1,1.07,0.14,0.35,-0.97,0.08,0.37,0.82,-1.08,-0.09,-0.1,-1.1235389842362535,-0.0799890829778095,2.161964291151244,-4.5219684,-12.551858,3
Rv3833,-,Transcriptional regulatory protein (probably AraC-family),NE,regulatory proteins,0.02,0.13,0.09,0.76,0.23,3.97,-0.55,0.13,-0.25,-0.22,-0.31,-0.56,-0.25,-0.18,0.9,0.14,0.24,0.04,0.75,-0.25,0.52,-0.03,1.13,-0.56,-0.47,0.06,-1.71,-2.0,-0.32,0.03,1.13,1.07,-1.98,0.49,-0.26,-1.01,0.36,0.14,1.76,0.6,-0.38,-0.14,-0.14,-0.0,0.49,-0.07,0.01,0.0,-0.07,-0.08,0.11,-0.95,-0.1,-0.0,1.24,0.15,0.99,-1.35,0.18,0.89,1.16,-0.92,-0.67,0.44,-2.2318692299914495,0.11049131724678043,4.041921789099489,-17.226572,8.54408,3
Rv3834c,serS,SERYL-tRNA synthetase SerS (serine--tRNA ligase) (SERRS) (serine translase),ES,information pathways,-0.03,-0.03,0.0,0.0,0.0,0.2,-0.08,0.0,-0.08,0.18,0.0,0.0,0.0,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,2.67,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,-0.03,-0.03,0.0,-0.03,2.83,1.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2988883527799537,-1.2695192447705403,1.0371384359841171,-45.630173,-26.32289,3
Rv3835,-,hypothetical protein,NE,cell wall and cell processes,0.07,0.28,-0.07,0.01,0.15,-4.97,0.05,0.29,0.81,0.57,-0.09,-0.64,-0.55,-0.36,-0.27,-0.51,-0.41,-0.42,0.21,-0.02,0.04,0.96,-2.51,-3.95,-6.21,-1.3,-2.77,-6.07,-2.34,0.66,-1.47,-1.17,-3.53,0.46,0.46,1.03,-1.44,-0.42,-0.24,-0.89,1.24,-0.9,-1.45,-0.55,-1.24,-0.07,0.29,-0.1,-0.41,-0.31,-0.56,1.15,0.11,-0.34,-0.65,-0.45,-0.78,0.92,0.46,0.1,1.88,-0.71,-2.2,0.6,9.09504332717338,1.9191289807914937,1.4254285372860103,48.90793,-15.83963,0
Rv3836,-,hypothetical protein,NE,conserved hypotheticals,0.21,0.16,-0.19,-0.08,-0.2,-3.3,-0.37,-0.48,0.14,0.17,-0.53,-0.6,-0.07,0.34,-0.71,-0.58,-0.2,-0.31,-0.28,-0.27,-0.64,-0.01,-1.47,1.2,1.29,0.07,-1.59,-3.8,-2.23,-1.63,-2.01,-0.4,-1.5,0.04,0.09,0.14,-0.32,0.29,-0.98,0.78,-0.76,-0.64,-0.7,-0.07,0.09,0.08,-0.3,-0.06,-0.09,0.11,0.07,0.06,0.14,0.03,-0.12,-0.03,1.25,-0.22,0.91,1.27,0.6,0.34,-0.84,-0.28,2.5101005870407436,-1.5809506571581717,1.989396650346726,32.362175,-16.755707,2
Rv3837c,-,Probable phosphoglycerate mutase (phosphoglyceromutase) (phosphoglycerate phosphomutase),NE,intermediary metabolism and respiration,0.04,0.26,-0.11,-0.25,-0.05,2.35,0.41,-0.24,1.02,-0.15,-0.2,-0.32,-0.12,0.41,0.14,-0.3,-0.07,0.2,0.66,0.74,0.03,-0.42,0.45,-1.53,0.15,1.26,0.45,1.04,0.18,-2.61,-0.43,1.76,0.3,0.43,0.42,0.24,0.3,0.46,-0.41,0.54,0.29,-0.14,-0.24,-0.11,-2.44,-0.2,-0.24,0.05,0.11,-1.09,-1.12,0.05,0.02,-0.07,0.78,-0.04,-0.23,0.19,0.37,0.2,0.81,0.17,-0.42,0.65,-1.7395169918377313,-0.5863914506154574,2.4910629145652194,-13.855195,-9.468371,3
Rv3838c,pheA,Prephenate dehydratase PheA,ES,intermediary metabolism and respiration,-0.42,-1.39,-1.02,-0.64,0.34,0.0,-2.47,0.66,-0.44,0.21,5.63,-0.06,-5.7,2.45,0.9,1.31,0.51,1.3,1.71,0.45,1.74,-2.74,0.0,-2.74,0.0,0.0,-2.74,0.0,0.0,-2.74,0.0,0.0,0.0,0.85,-0.24,-0.27,1.12,1.32,-1.5,2.02,-7.45,0.0,1.36,1.36,-1.9,0.54,-2.54,-0.25,-0.36,-0.36,-1.22,1.02,-0.18,-0.21,4.64,0.38,1.36,0.89,-1.14,-2.07,-0.33,0.0,0.6,-4.11,-0.34794800879715526,1.5283981626257284,2.711312352761435,-38.358166,-13.968128,1
Rv3839,-,hypothetical protein,GA,conserved hypotheticals,0.1,0.09,0.58,-0.15,0.38,-0.37,-0.07,0.57,-0.15,-0.06,-0.04,0.03,0.07,0.84,0.23,0.22,-0.08,0.16,-0.07,0.34,0.23,2.08,0.89,0.09,-1.01,0.98,-0.2,-0.74,1.54,-0.61,-0.56,2.12,-0.6,0.36,0.1,-0.53,0.34,0.12,6.86,-0.06,0.07,-1.71,-1.48,0.23,-0.19,0.22,0.36,0.14,0.09,-0.52,-0.3,0.24,-0.17,-0.06,-0.8,-1.04,0.63,-1.01,-0.3,-0.54,-0.82,-0.82,0.2,1.26,0.8660140481508257,-2.2197948120643907,1.1959162416205937,-15.449732,-25.72015,3
Rv3840,-,Possible transcriptional regulatory protein,GA,regulatory proteins,0.25,0.25,0.24,-0.15,0.0,-1.72,-0.28,0.02,0.06,-0.11,0.12,0.19,0.07,-0.26,-0.27,0.04,-0.7,-0.34,-0.38,-0.21,0.33,0.19,-0.26,0.48,0.56,0.27,-0.19,-0.36,0.03,0.36,0.34,0.17,1.35,0.3,0.37,0.14,-0.2,-0.07,-1.12,0.13,-0.12,0.18,0.18,0.0,-0.1,0.05,0.15,-0.01,0.05,-0.49,-0.26,-0.68,-0.02,-0.06,-0.8,0.11,-0.23,-0.33,-0.29,-0.45,0.57,0.02,-1.08,-0.09,-0.3572979777562774,-1.3104269206044623,-0.34478844134275577,12.630793,16.930365,3
Rv3841,bfrB,Bacterioferritin BfrB,NE,intermediary metabolism and respiration,1.41,1.52,0.0,-3.08,0.06,-2.2,0.27,0.03,0.74,0.39,-0.68,0.44,1.11,-1.55,-0.12,2.09,-0.75,0.14,-0.77,-0.65,0.6,-2.54,-1.51,3.19,5.98,0.25,2.24,3.67,-1.11,0.53,-1.24,-4.3,-0.53,1.51,1.45,3.59,-4.77,1.32,2.15,0.67,-1.21,-1.88,-1.75,0.13,0.02,-0.0,-1.33,0.08,0.59,0.14,0.23,-0.11,-0.22,-0.24,1.35,0.36,-0.86,-0.68,-0.55,-0.23,-0.15,1.8,-0.84,-0.23,-5.768471569486825,-1.8749621735466773,-2.4763257103559675,23.350216,29.16026,4
Rv3842c,glpQ1,Probable glycerophosphoryl diester phosphodiesterase GlpQ1 (glycerophosphodiester phosphodiesterase),GA,intermediary metabolism and respiration,-0.67,-0.66,-0.37,-2.01,-0.32,-6.94,0.15,0.16,2.01,0.7,1.6,2.83,1.23,0.27,0.46,0.47,1.51,0.27,0.29,0.46,0.08,1.74,-1.06,-0.65,0.25,2.64,-0.33,-4.05,-1.97,-1.63,-1.61,1.77,3.8,-0.46,-0.63,-0.26,-0.39,-1.51,0.3,-1.23,1.54,-1.39,-0.97,0.42,-2.32,-0.38,0.81,1.07,1.88,0.24,-0.4,-0.47,-0.22,0.1,1.73,1.35,-0.88,1.4,1.28,-1.6,0.23,-0.05,0.14,3.15,6.431258967903209,-4.892285499991608,1.8295408176261823,47.59543,17.549696,2
Rv3843c,-,Probable conserved transmembrane protein,ESD,cell wall and cell processes,-0.1,-0.5,-0.72,-1.56,-0.74,0.04,-1.83,-0.77,0.19,0.28,-2.73,-0.86,1.87,-1.63,-0.74,-0.25,-0.56,0.29,1.4,-1.01,1.13,-5.06,-2.99,0.83,3.28,-2.62,-5.75,-1.37,0.0,0.35,3.39,-2.01,-0.47,0.03,0.09,-0.95,0.44,-2.85,2.12,0.16,1.86,0.77,0.28,-0.5,-1.21,-0.23,0.45,-0.17,0.15,-0.54,-0.51,-0.85,-0.18,0.09,3.37,-0.76,1.2,2.73,1.91,0.87,-2.77,2.63,0.44,0.61,-3.621182900794802,-0.9579375527090499,3.7994352450583655,4.687997,16.21089,4
Rv3844,-,Possible transposase,NE,insertion seqs and phages,-0.66,-0.64,0.0,0.64,0.08,-7.05,0.58,-0.15,-0.17,-0.8,1.15,1.02,-0.13,1.87,0.98,0.19,0.2,-0.1,0.26,-0.95,0.07,-0.62,0.25,-1.15,-0.44,0.09,-2.09,-0.85,0.62,-1.81,-2.29,-1.1,4.61,-1.12,-1.0,4.69,-1.0,-0.89,0.06,0.3,1.24,1.59,0.52,-1.07,0.99,0.13,0.32,-0.49,-0.5,0.02,0.4,-0.6,-0.53,0.42,0.91,0.3,-0.69,0.89,-0.24,-1.44,-1.57,-3.78,1.6,3.62,5.639657636137504,-3.6540014108512917,-0.6582503031189567,50.650417,22.076778,2
Rv3845,-,Hypothetical protein,NE,conserved hypotheticals,0.76,0.74,-0.22,0.67,-0.48,-5.02,-0.46,-0.36,-0.45,-0.37,-0.23,-1.11,-0.88,-0.19,0.76,-1.14,-0.92,0.1,0.19,-0.06,-0.28,0.55,0.0,2.27,1.74,0.02,1.62,1.61,0.55,-0.2,-4.95,-4.19,2.56,0.43,0.88,1.31,0.06,0.69,0.88,1.09,-0.52,-0.56,-0.25,0.31,0.96,-0.19,-0.35,-0.32,-0.16,-3.46,-2.61,-0.1,-0.51,0.31,0.26,0.2,-0.34,1.5,-1.57,1.2,3.8,2.3,-4.65,-1.57,1.0784498376870821,-1.6518117902387115,-3.5452779994365224,53.551937,14.03272,2
Rv3846,sodA,Superoxide dismutase [FE] SodA,ES,"virulence, detoxification, adaptation",-0.08,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-0.08,0.0,0.0,0.0,0.0,0.92,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,-0.08,-0.08,0.0,-0.08,2.04,0.0,0.0,4.94,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,-1.1457364428630064,-0.6700379994860604,0.400701826285483,-24.89783,-33.544132,3
Rv3847,-,Hypothetical protein,NE,conserved hypotheticals,0.22,0.38,0.15,1.05,0.26,-1.11,-0.23,0.11,-1.06,-0.34,-0.39,-0.28,0.11,-0.93,0.43,-0.84,-0.52,-0.29,-0.31,0.2,-0.46,0.83,-1.35,-0.66,-1.3,0.19,2.19,1.28,-0.07,0.22,1.14,1.75,-1.35,0.44,0.35,-0.26,-1.66,-0.66,-0.92,0.32,0.24,1.01,0.62,-0.4,0.44,0.23,0.28,0.23,0.29,1.19,0.51,0.02,0.08,-0.15,0.39,-0.08,0.13,0.05,0.63,1.44,2.09,-1.48,-2.64,-0.7,-0.9161631441944905,-0.18236084442840192,-2.703044681184258,-14.446775,-5.1612787,3
Rv3848,-,Probable conserved transmembrane protein,NE,cell wall and cell processes,-2.17,-1.82,0.01,0.87,-1.39,-3.58,-1.28,-0.9,-2.49,-1.45,2.96,-0.3,-3.25,0.82,0.71,0.96,1.64,0.85,1.56,1.69,0.21,-1.33,4.12,1.09,-0.58,-3.0,-6.02,-5.23,-1.27,-2.28,-5.23,-4.33,-0.66,-2.76,-2.53,-1.39,-1.56,1.39,2.05,-0.53,3.04,2.18,3.68,1.5,2.03,-1.01,-0.7,0.51,2.37,7.49,6.04,-0.28,-0.34,-0.84,-1.09,-3.12,-0.99,-1.24,-3.94,-3.2,0.61,0.89,-1.71,-6.69,5.317059518854788,6.830677039600161,3.24401446039235,32.957035,-27.377827,3
Rv3849,espR,ESX-1 transcriptional regulatory protein EspR,NE,regulatory proteins,1.3,1.01,0.1,1.27,-0.05,0.0,-2.45,0.22,-2.38,-3.0,1.3,0.09,-1.25,1.57,0.33,0.17,0.99,0.61,1.06,-0.72,0.49,-0.89,1.82,0.97,0.0,-1.41,-0.89,0.0,0.0,0.48,0.0,-1.13,-1.3,-0.44,-0.54,0.95,-2.22,3.79,1.23,-0.12,0.26,-3.8,-2.83,-0.53,0.97,-2.03,-4.41,-0.82,-0.07,-2.18,-2.64,-1.1,0.11,0.45,-4.75,-2.05,0.48,-5.34,-1.48,0.71,-4.21,-1.68,1.96,-3.61,-1.988745905877758,2.825897478227365,-0.18315689826193163,-40.145657,-4.2495494,1
Rv3850,-,hypothetical protein,NE,conserved hypotheticals,0.39,0.01,0.1,-0.72,0.24,3.03,-0.07,-0.29,-0.61,0.33,-0.22,0.81,1.03,-0.03,-0.3,-0.85,-0.08,-0.19,-0.37,-0.4,-1.01,-2.97,-5.36,1.28,3.33,-0.92,-1.72,2.05,0.79,0.28,5.15,1.89,-5.37,-0.37,0.18,0.65,-1.47,0.84,-1.01,-0.39,-0.78,0.63,-0.49,-1.13,-3.04,-0.36,-1.0,0.12,0.23,-2.01,-1.13,-0.29,0.13,0.42,3.46,-1.04,0.58,0.47,-0.4,-0.43,-0.28,-0.05,0.57,0.23,-7.716896706613913,-1.3272026573462603,1.7328662786242153,-29.241858,20.241386,4
Rv3851,-,Possible membrane protein,NE,cell wall and cell processes,-0.33,-0.21,-0.09,2.99,0.31,-6.28,2.12,-0.47,0.88,-1.41,0.56,3.47,2.9,-1.35,-3.73,-2.45,-0.92,-1.66,-1.66,-2.24,-1.23,6.94,5.8,-2.09,-7.62,1.4,7.92,-0.04,-1.02,5.22,-0.56,1.16,5.61,0.86,0.44,-0.8,0.16,1.37,0.0,-0.01,-2.2,-1.53,-0.83,0.7,6.03,-0.43,-1.02,0.43,0.14,0.27,-0.43,0.44,0.44,0.07,-3.16,-0.17,2.13,-3.16,2.84,5.01,3.57,2.27,-2.29,1.89,6.233725872523441,-4.208523380792688,-10.357892918576713,55.70578,6.306031,2
Rv3852,hns,Possible histone-like protein Hns,NE,information pathways,0.46,0.29,0.47,-0.54,0.26,-6.1,-0.05,0.62,-0.17,0.24,-0.55,-0.23,0.32,0.13,-0.33,-0.69,-0.64,-0.26,-0.22,-0.85,-0.56,0.69,2.46,1.04,-0.35,-0.7,-0.81,-1.88,-0.39,-2.83,-4.47,-0.95,-0.01,0.27,0.28,0.44,-0.92,0.08,0.4,0.25,1.03,0.07,-0.12,-0.19,-1.58,-0.65,-0.37,-0.01,0.08,-1.32,-1.21,0.17,-1.09,-0.49,0.06,0.24,1.3,0.37,-0.68,-2.73,0.4,0.44,-0.25,-1.44,5.53499782317137,-1.1155108305880963,-0.5424426606188826,40.51052,-2.6913865,2
Rv3853,rraA,Regulator of RNase E activity a RraA,NE,regulatory proteins,0.75,0.46,0.58,0.14,0.09,-5.68,-0.56,-0.14,-0.14,0.32,-0.38,-0.02,0.36,0.8,1.12,-1.37,1.24,0.48,0.08,1.51,0.27,1.36,2.16,1.44,-0.13,-0.21,-2.43,-4.55,-0.76,-2.62,-1.26,2.72,-4.52,0.46,0.05,-0.38,0.9,-1.49,0.37,0.54,0.92,5.55,4.79,-0.76,0.14,-0.08,-0.39,0.03,-0.12,0.23,0.87,1.07,-1.24,0.77,0.3,1.29,2.39,-1.08,-0.05,1.76,-0.56,-3.33,-0.24,-1.6,5.214872904426144,-0.8990215309242602,0.6634483040627566,37.148308,3.5370057,2
Rv3854c,ethA,Monooxygenase EthA,NE,intermediary metabolism and respiration,0.01,0.2,0.22,-0.6,0.09,-1.9,0.44,0.27,0.89,0.81,-0.43,-0.19,0.24,0.55,0.5,0.19,0.31,0.22,0.04,-0.37,0.17,1.39,-0.72,1.22,0.18,0.36,0.19,-1.21,-0.01,0.32,-0.83,0.24,0.93,0.32,0.12,0.99,-0.93,-0.29,-0.01,-0.8,-0.87,0.39,-0.14,-0.54,-0.25,-0.01,-0.01,0.02,0.01,-0.1,-0.32,-0.05,-0.09,-0.13,-0.21,0.14,0.42,-0.36,-0.08,0.01,-0.68,-0.41,-0.0,0.75,0.6709488949321355,-2.704050868135183,0.922037946882335,21.56868,-1.4330422,3
Rv3855,ethR,Transcriptional regulatory repressor protein (TetR-family) EthR,NE,regulatory proteins,0.3,0.14,0.09,-0.31,-0.01,-4.82,-0.59,-0.0,-1.55,-1.39,1.7,-0.75,-2.45,0.77,0.87,0.54,0.82,0.46,0.07,0.23,0.86,0.75,-5.08,1.11,-1.52,-1.87,-0.86,-1.33,0.29,-1.01,-2.12,-0.36,1.13,0.47,0.17,-0.0,-0.25,0.8,1.46,0.7,-0.16,-0.28,-1.06,-0.77,-1.7,-0.3,-0.92,0.21,0.5,-1.73,-0.77,0.05,0.1,0.22,2.61,-2.9,-0.67,0.51,-0.66,-2.2,1.1,-0.51,0.34,0.68,3.596443540834688,-3.196974205863058,0.2513401548150107,34.002136,0.50092167,2
Rv3856c,-,hypothetical protein,NE,conserved hypotheticals,-0.18,-0.28,0.17,-0.56,0.31,-2.91,-0.23,0.27,0.06,0.59,0.38,-0.34,-0.72,-0.48,-0.06,-0.02,0.61,-0.03,0.12,0.31,0.11,-1.28,1.02,1.55,3.09,0.26,-0.95,0.29,-0.04,-0.68,-1.26,-1.85,-3.45,-0.04,-0.41,-0.12,-1.17,-0.73,-0.15,-0.12,0.12,0.98,0.11,-0.87,0.39,-0.13,-0.17,0.09,0.18,-0.58,-0.32,0.1,0.18,-0.04,-0.26,-0.12,-0.17,-0.38,-0.22,-1.77,-0.51,-0.6,1.31,1.12,-0.7896336065554566,-1.434635787741649,-0.25734347628557447,19.418732,6.99095,2
Rv3857c,-,Possible membrane protein,NE,cell wall and cell processes,-0.48,-0.82,-0.04,1.0,0.11,-6.59,-0.72,0.49,-1.35,-0.84,-0.45,-0.87,-0.42,1.7,0.05,-0.05,0.89,0.3,-0.12,0.23,1.01,1.13,1.03,-2.49,-2.02,1.59,-0.21,-5.25,-3.91,1.0,-0.84,-0.71,-1.66,-0.31,-0.91,-0.26,-0.69,-0.51,-0.19,0.11,-0.47,-0.49,-0.34,0.15,-0.54,0.02,0.35,-0.01,0.28,-0.08,-0.3,0.75,0.03,0.05,0.71,0.23,0.74,0.12,-0.55,0.14,-1.46,1.7,0.66,-1.56,6.780467787217524,-0.8352242489195446,-0.24638744757140377,46.426384,0.51728356,2
Rv3858c,gltD,Probable NADH-dependent glutamate synthase (small subunit) GltD (L-glutamate synthase) (L-glutamate synthetase) (NADH-glutamate synthase) (glutamate synthase (NADH)) (GLTS beta chain) (NADPH-GOGAT),ES,intermediary metabolism and respiration,0.66,-0.79,-0.78,-1.09,-2.85,0.0,0.12,-0.56,0.14,0.15,0.0,-0.07,-0.07,-0.8,0.76,-1.49,1.5,-1.38,0.42,-3.01,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.19,0.0,-1.33,-1.33,0.0,-0.62,-1.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.51,3.91,3.03,0.85,0.0,-0.1,-4.31,0.0,0.0,-4.31,0.0,0.0,0.0,0.42,-3.31,-3.31,-1.3213266571546263,4.356214935319177,-0.4749731219826935,-45.65138,-1.1104499,1
Rv3859c,gltB,Probable ferredoxin-dependent glutamate synthase [NADPH] (large subunit) GltB (L-glutamate synthase) (L-glutamate synthetase) (NADH-glutamate synthase) (glutamate synthase (NADH))(NADPH-GOGAT),ES,intermediary metabolism and respiration,1.38,2.54,0.0,0.0,0.0,-0.02,-0.05,0.0,0.14,-0.05,0.09,0.91,-0.05,2.34,-1.28,1.64,2.96,1.87,2.56,-0.33,3.45,0.02,0.0,0.0,1.93,0.07,0.0,-0.02,0.0,0.0,-0.02,0.0,0.0,-0.06,-0.06,0.0,-0.06,2.2,0.41,-2.64,-1.24,0.07,0.0,-0.07,0.15,-0.05,1.28,-0.02,-0.02,2.3,2.62,0.0,0.02,-0.82,-2.41,0.0,0.0,-2.41,0.0,0.0,0.05,-0.13,-0.26,-4.47,-2.581880332229993,2.355515521718149,1.3204885506718975,-46.532562,-7.303456,3
Rv3860,-,hypothetical protein,NE,conserved hypotheticals,0.19,0.11,0.03,-0.34,-0.16,-2.87,0.92,-0.29,0.59,0.48,-0.04,-0.21,-0.17,0.18,0.73,-0.27,-0.18,-0.06,-0.37,0.06,0.11,-0.42,-0.58,0.46,1.16,0.28,-0.49,-0.1,-0.03,1.2,0.53,-1.1,-1.13,0.31,0.19,0.05,-0.62,-0.42,-1.29,-0.22,-0.8,0.16,-0.02,-0.19,-0.1,-0.02,0.16,-0.21,-0.27,0.09,-0.34,0.4,0.1,0.05,-0.46,-0.56,-0.46,-0.21,-0.22,-1.34,-0.22,0.2,-0.39,-1.13,-0.5126296399137221,-0.6232668809735448,-0.9991085837974665,19.778183,14.097932,2
Rv3861,-,Hypothetical protein,Uncertain,conserved hypotheticals,-0.88,2.28,0.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,-2.2,-3.46,-1.47,5.3,2.09,0.0,0.0,3.76,0.0,3.84,0.0,0.0,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.92,2.31,2.52,0.0,-0.88,-0.88,0.0,0.0,-2.76,-7.08,-4.14,3.11,0.0,-0.65,-2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6481141733620186,-0.026815063036810725,2.5449168596992338,-0.55371803,-42.112373,2
Rv3862c,whiB6,Possible transcriptional regulatory protein WhiB-like WhiB6,NE,regulatory proteins,0.36,0.44,-0.47,-1.34,-0.34,3.31,0.33,-0.12,1.17,0.56,0.04,-1.04,-1.07,-0.16,0.69,0.32,0.76,0.27,0.45,0.11,1.17,-0.4,1.43,-1.04,-0.45,0.19,0.37,0.33,-0.44,-0.92,1.59,2.11,-0.35,0.51,0.33,-0.18,0.2,-0.49,-1.4,0.04,-1.7,0.03,0.5,0.48,-0.15,-0.0,0.09,0.04,0.06,-0.31,0.11,-0.14,-0.19,0.04,-1.23,-0.59,1.25,0.34,-0.11,-0.23,0.66,0.33,-0.93,-1.6,-3.2297354992849834,1.6308386634205772,2.1709631064483514,-16.197205,-5.4580812,4
Rv3863,-,Unknown alanine rich protein,ESD,conserved hypotheticals,0.1,0.16,0.17,0.13,-0.02,-4.93,0.48,-0.03,0.14,0.82,-0.74,-0.68,0.06,1.34,-0.03,0.9,1.21,0.46,0.53,0.27,1.21,-0.21,-0.57,0.59,1.26,0.46,-0.48,-0.38,-0.12,-2.77,-1.16,1.4,1.21,-0.11,0.12,0.75,-0.79,-0.28,0.71,0.04,0.29,0.81,0.43,-0.38,-0.35,-0.04,-0.45,-0.01,0.87,-0.23,-0.2,-0.1,-0.23,0.04,0.56,-0.25,0.4,-0.93,-0.33,0.49,-0.4,-1.64,0.06,0.87,2.091954741229325,-1.8921978857414166,-0.055547737115411396,32.3332,12.265829,2
